3962660036941700,3962660242378460
3962660036941700,3962660280160170
3962660036941700,3962660334531290
3962660036941700,3962660410090910
3962660036941700,3962660598932850
3962660036941700,3962660636713710
3962660036941700,3962660674493010
3962660036941700,3962660729538990
3962660036941700,3962660754486340
3962660036941700,3962660775734990
3962660036941700,3962660788084790
3962660036941700,3962660917737490
3962660729538990,3962661123031250
3962660036941700,3962661211594040
3962661211594040,3962661290399410
3962660036941700,3962661425463860
3962660036941700,3962661454548140
3962660036941700,3962661630490410
3962660036941700,3962661672477220
3962660036941700,3962661689691750
3962660036941700,3962661731672440
3962660729538990,3962661756863980
3962661211594040,3962661777855510
3962660036941700,3962661790448030
3962660036941700,3962661820054460
3962661672477220,3962661836338550
3962661672477220,3962661861530060
3962660729538990,3962661978820920
3962660729538990,3962661995896710
3962660036941700,3962662012411580
3962660036941700,3962662024901320
3962661672477220,3962662037234350
3962661672477220,3962662054398150
3962661672477220,3962662109264860
3962660036941700,3962662126279820
3962660036941700,3962662138360210
3962661672477220,3962662150954290
3962660036941700,3962662155446300
3962662024901320,3962662197647600
3962660036941700,3962662218375000
3962661672477220,3962662247257260
3962660036941700,3962662319131130
3962660036941700,3962662368639820
3962660036941700,3962662385430570
3962661672477220,3962662431963480
3962660036941700,3962662461863260
3962661672477220,3962662507783000
3962660036941700,3962662574733500
3962662024901320,3962662620912340
3962660036941700,3962662624466600
3962660036941700,3962662653856010
3962662155446300,3962662658413140
3962660036941700,3962662691998170
3962660036941700,3962662704108580
3962661672477220,3962662754448260
3962660036941700,3962662784598060
3962662024901320,3962662838673930
3962662653856010,3962662863866670
3962661672477220,3962663061427300
3962660036941700,3962663077639700
3962660036941700,3962663085590560
3962660036941700,3962663119362410
3962660036941700,3962663149084260
3962661731672440,3962663211728090
3962660036941700,3962663229355860
3962661672477220,3962663283462490
3962662024901320,3962663312119060
3962661672477220,3962663480185410
3962661672477220,3962663501488310
3962662024901320,3962663506206500
3962660036941700,3962663539272330
3962660036941700,3962663631668580
3962660036941700,3962663710831910
3962660036941700,3962663787220720
3962661672477220,3962663908174050
3962662024901320,3962663941467890
3962660036941700,3962664000843000
3962661672477220,3962664004434480
3962660036941700,3962664021836070
3962661672477220,3962664072436480
3962662024901320,3962664121985460
3962660036941700,3962664143262410
3962661672477220,3962664155853590
3962662024901320,3962664214369780
3962660036941700,3962664218233770
3962660036941700,3962664348278290
3962661672477220,3962664353263330
3962660036941700,3962664436634000
3962661672477220,3962664453981480
3962660036941700,3962664495736220
3962660036941700,3962664629833290
3962660036941700,3962664641664260
3962661672477220,3962664692430360
3962660036941700,3962664772216510
3962661672477220,3962664789607090
3962661672477220,3962664822306310
3962662024901320,3962664893960090
3962662024901320,3962664936284020
3962660036941700,3962664981457160
3962661672477220,3962665334848390
3962661672477220,3962665342998560
3962662024901320,3962665347195370
3962661672477220,3962665410166990
3962660036941700,3962665418183410
3962661672477220,3962665431160960
3962662024901320,3962665447099460
3962661672477220,3962665460162390
3962660036941700,3962665468556860
3962664789607090,3962665627820750
