3962660036941700,3962660242378460,1
3962660036941700,3962660280160170,1
3962660036941700,3962660334531290,1
3962660036941700,3962660410090910,1
3962660036941700,3962660598932850,1
3962660036941700,3962660636713710,1
3962660036941700,3962660674493010,1
3962660036941700,3962660729538990,1
3962660036941700,3962660754486340,1
3962660036941700,3962660775734990,1
3962660036941700,3962660788084790,1
3962660036941700,3962660917737490,1
3962660729538990,3962661123031250,1
3962660036941700,3962661211594040,1
3962661211594040,3962661290399410,1
3962660036941700,3962661425463860,1
3962660036941700,3962661454548140,1
3962660036941700,3962661630490410,1
3962660036941700,3962661672477220,1
3962660036941700,3962661689691750,1
3962660036941700,3962661731672440,1
3962660729538990,3962661756863980,1
3962661211594040,3962661777855510,1
3962660036941700,3962661790448030,1
3962660036941700,3962661820054460,1
3962661672477220,3962661836338550,1
3962661672477220,3962661861530060,1
3962660729538990,3962661978820920,1
3962660729538990,3962661995896710,1
3962660036941700,3962662012411580,1
3962660036941700,3962662024901320,1
3962661672477220,3962662037234350,1
3962661672477220,3962662054398150,1
3962661672477220,3962662109264860,1
3962660036941700,3962662126279820,1
3962660036941700,3962662138360210,1
3962661672477220,3962662150954290,1
3962660036941700,3962662155446300,1
3962662024901320,3962662197647600,1
3962660036941700,3962662218375000,1
3962661672477220,3962662247257260,1
3962660036941700,3962662319131130,1
3962660036941700,3962662368639820,1
3962660036941700,3962662385430570,1
3962661672477220,3962662431963480,1
3962660036941700,3962662461863260,1
3962661672477220,3962662507783000,1
3962660036941700,3962662574733500,1
3962662024901320,3962662620912340,1
3962660036941700,3962662624466600,1
3962660036941700,3962662653856010,1
3962662155446300,3962662658413140,1
3962660036941700,3962662691998170,1
3962660036941700,3962662704108580,1
3962661672477220,3962662754448260,1
3962660036941700,3962662784598060,1
3962662024901320,3962662838673930,1
3962662653856010,3962662863866670,1
3962661672477220,3962663061427300,1
3962660036941700,3962663077639700,1
3962660036941700,3962663085590560,1
3962660036941700,3962663119362410,1
3962660036941700,3962663149084260,1
3962661731672440,3962663211728090,1
3962660036941700,3962663229355860,1
3962661672477220,3962663283462490,1
3962662024901320,3962663312119060,1
3962661672477220,3962663480185410,1
3962661672477220,3962663501488310,1
3962662024901320,3962663506206500,1
3962660036941700,3962663539272330,1
3962660036941700,3962663631668580,1
3962660036941700,3962663710831910,1
3962660036941700,3962663787220720,1
3962661672477220,3962663908174050,1
3962662024901320,3962663941467890,1
3962660036941700,3962664000843000,1
3962661672477220,3962664004434480,1
3962660036941700,3962664021836070,1
3962661672477220,3962664072436480,1
3962662024901320,3962664121985460,1
3962660036941700,3962664143262410,1
3962661672477220,3962664155853590,1
3962662024901320,3962664214369780,1
3962660036941700,3962664218233770,1
3962660036941700,3962664348278290,1
3962661672477220,3962664353263330,1
3962660036941700,3962664436634000,1
3962661672477220,3962664453981480,1
3962660036941700,3962664495736220,1
3962660036941700,3962664629833290,1
3962660036941700,3962664641664260,1
3962661672477220,3962664692430360,1
3962660036941700,3962664772216510,1
3962661672477220,3962664789607090,1
3962661672477220,3962664822306310,1
3962662024901320,3962664893960090,1
3962662024901320,3962664936284020,1
3962660036941700,3962664981457160,1
3962661672477220,3962665334848390,1
3962661672477220,3962665342998560,1
3962662024901320,3962665347195370,1
3962661672477220,3962665410166990,1
3962660036941700,3962665418183410,1
3962661672477220,3962665431160960,1
3962662024901320,3962665447099460,1
3962661672477220,3962665460162390,1
3962660036941700,3962665468556860,1
3962664789607090,3962665627820750,1
3962661672477220,3962665749310850,1
3962662024901320,3962665968274750,1
3962661731672440,3962666001604580,1
3962660036941700,3962666064149470,1
3962661672477220,3962666110323320,1
3962660036941700,3962666152298090,1
3962660036941700,3962666169089330,1
3962662024901320,3962666211066000,1
3962660036941700,3962666374699610,1
3962662024901320,3962666382916790,1
3962660036941700,3962666412301240,1
3962660036941700,3962666806643560,1
3962662024901320,3962666853005070,1
3962660036941700,3962666915081360,1
3962661672477220,3962666944706220,1
3962660036941700,3962666948641180,1
3962661836338550,3962667490101180,1
3962661672477220,3962667549392240,1
3962661731672440,3962667633082700,1
3962661672477220,3962667662750380,1
3962660036941700,3962667741975660,1
3962660036941700,3962667784243440,1
3962661731672440,3962667880815450,1
3962661672477220,3962667897042350,1
3962660036941700,3962667930012070,1
3962661672477220,3962667939023110,1
3962661672477220,3962668048171080,1
3962661672477220,3962668110880020,1
3962662024901320,3962668258414030,1
3962660036941700,3962668282989250,1
3962662024901320,3962668438110390,1
3962661672477220,3962668530598030,1
3962660036941700,3962668605404490,1
3962661672477220,3962668606503650,1
3962661672477220,3962668626818880,1
3962660036941700,3962668727591480,1
3962660036941700,3962668735986520,1
3962660036941700,3962668777972240,1
3962661672477220,3962668853180790,1
3962661672477220,3962669054486150,1
3962660036941700,3962669101195560,1
3962660036941700,3962669104973990,1
3962662624466600,3962669121411430,1
3962662863866670,3962669344508560,1
3962660036941700,3962669679057430,1
3962660036941700,3962669965408300,1
3962660036941700,3962670145709310,1
3962660036941700,3962670212308860,1
3962660036941700,3962670337956790,1
3962668626818880,3962670589590680,1
3962661672477220,3962670812520910,1
3962666948641180,3962670993084370,1
3962669344508560,3962671210842810,1
3962662024901320,3962671261228950,1
3962661672477220,3962671483071690,1
3962660036941700,3962671584267690,1
3962661672477220,3962671680133070,1
3962660036941700,3962671940577280,1
3962662024901320,3962672087534960,1
3962661672477220,3962672532327380,1
3962660036941700,3962672603194380,1
3962660036941700,3962672787641550,1
3962661672477220,3962672787448300,1
3962660036941700,3962672854132800,1
3962660036941700,3962673060508970,1
3962664822306310,3962673337077290,1
3962668626818880,3962673500159460,1
3962660036941700,3962673613900950,1
3962660036941700,3962673810796890,1
3962661672477220,3962673823172270,1
3962660036941700,3962674016238730,1
3962660036941700,3962674276659070,1
3962661672477220,3962674285143030,1
3962660036941700,3962674436283350,1
3962660036941700,3962674632863300,1
3962660036941700,3962674809310470,1
3962660036941700,3962674993686670,1
3962660036941700,3962675191274680,1
3962660036941700,3962675199670470,1
3962660036941700,3962675250044520,1
3962660036941700,3962675283136910,1
3962661672477220,3962675610013630,1
3962660036941700,3962675652846410,1
3962660036941700,3962675841201130,1
3962660036941700,3962675899447810,1
3962672603194380,3962676231423290,1
3962665342998560,3962676579007650,1
3962660036941700,3962677158492870,1
3962660036941700,3962677242464450,1
3962677242464450,3962677447855060,1
3962664893960090,3962677568687380,1
3962660036941700,3962677871349130,1
3962660036941700,3962678046633270,1
3962677242464450,3962678060001220,1
3962677242464450,3962678135341360,1
